population,full
5361,"norton, kansas"
3981,"norton, virginia"
15232,"nottoway, virginia"
10076,"nowata, oklahoma"
10417,"noxubee, mississippi"
4148,"nuckolls, nebraska"
362294,"nueces, texas"
46523,"nye, nevada"
13753,"o'brien, iowa"
1257584,"oakland, michigan"
30069,"obion, tennessee"
607186,"ocean, new jersey"
26467,"oceana, michigan"
9836,"ochiltree, texas"
40280,"oconee, georgia"
79546,"oconee, south carolina"
37930,"oconto, wisconsin"
20997,"ogemaw, michigan"
14177,"oglala lakota, south dakota"
50643,"ogle, illinois"
15259,"oglethorpe, georgia"
5875,"ohio, indiana"
23994,"ohio, kentucky"
41411,"ohio, west virginia"
210738,"okaloosa, florida"
42243,"okanogan, washington"
42168,"okeechobee, florida"
11993,"okfuskee, oklahoma"
797434,"oklahoma, oklahoma"
38465,"okmulgee, oklahoma"
49587,"oktibbeha, mississippi"
66799,"oldham, kentucky"
2112,"oldham, texas"
1959,"oliver, north dakota"
158293,"olmsted, minnesota"
4531,"oneida, idaho"
228671,"oneida, new york"
35595,"oneida, wisconsin"
460528,"onondaga, new york"
197938,"onslow, north carolina"
109777,"ontario, new york"
5720,"ontonagon, michigan"
3175692,"orange, california"
1393452,"orange, florida"
19646,"orange, indiana"
384940,"orange, new york"
148476,"orange, north carolina"
83396,"orange, texas"
28892,"orange, vermont"
37051,"orange, virginia"
86175,"orangeburg, south carolina"
10529,"oregon, missouri"
390144,"orleans, louisiana"
40352,"orleans, new york"
27037,"orleans, vermont"
15949,"osage, kansas"
13615,"osage, missouri"
46963,"osage, oklahoma"
3421,"osborne, kansas"
375751,"osceola, florida"
5958,"osceola, iowa"
23460,"osceola, michigan"
8241,"oscoda, michigan"
117124,"oswego, new york"
18278,"otero, colorado"
67490,"otero, new mexico"
16012,"otoe, nebraska"
24668,"otsego, michigan"
59493,"otsego, new york"
5704,"ottawa, kansas"
291830,"ottawa, michigan"
40525,"ottawa, ohio"
31127,"ottawa, oklahoma"
58746,"otter tail, minnesota"
6282,"ottineau, north dakota"
23382,"ouachita, arkansas"
153279,"ouachita, louisiana"
4952,"ouray, colorado"
187885,"outagamie, wisconsin"
22241,"overton, tennessee"
20799,"owen, indiana"
10901,"owen, kentucky"
4415,"owsley, kentucky"
11823,"owyhee, idaho"
57975,"oxford, maine"
9174,"ozark, missouri"
89221,"ozaukee, wisconsin"
22471,"pacific, washington"
15107,"page, iowa"
23902,"page, virginia"
1496770,"palm beach, florida"
8886,"palo alto, iowa"
29189,"palo pinto, texas"
12726,"pamlico, north carolina"
34192,"panola, mississippi"
23194,"panola, texas"
18845,"park, colorado"
16606,"park, montana"
29194,"park, wyoming"
16937,"parke, indiana"
142878,"parker, texas"
9605,"parmer, texas"
553947,"pasco, florida"
39824,"pasquotank, north carolina"
501826,"passaic, new jersey"
17608,"patrick, virginia"
168667,"paulding, georgia"
18672,"paulding, ohio"
6414,"pawnee, kansas"
2613,"pawnee, nebraska"
16376,"pawnee, oklahoma"
23951,"payette, idaho"
81784,"payne, oklahoma"
27546,"peach, georgia"
55535,"pearl river, mississippi"
15823,"pecos, texas"
6801,"pembina, north dakota"
15805,"pemiscot, missouri"
13724,"pend oreille, washington"
63060,"pender, north carolina"
14590,"pendleton, kentucky"
6969,"pendleton, west virginia"
14119,"pennington, minnesota"
113775,"pennington, south dakota"
152148,"penobscot, maine"
179179,"peoria, illinois"
7287,"pepin, wisconsin"
2891,"perkins, nebraska"
2865,"perkins, south dakota"
13463,"perquimans, north carolina"
8923,"perry, alabama"
10455,"perry, arkansas"
20916,"perry, illinois"
19169,"perry, indiana"
25758,"perry, kentucky"
11973,"perry, mississippi"
19136,"perry, missouri"
36134,"perry, ohio"
46272,"perry, pennsylvania"
8076,"perry, tennessee"
6725,"pershing, nevada"
39490,"person, north carolina"
3266,"petersburg, alaska"
31346,"petersburg, virginia"
487,"petroleum, montana"
42339,"pettis, missouri"
44573,"phelps, missouri"
9034,"phelps, nebraska"
1584064,"philadelphia, pennsylvania"
17782,"phillips, arkansas"
4265,"phillips, colorado"
5234,"phillips, kansas"
3954,"phillips, montana"
16344,"piatt, illinois"
58457,"pickaway, ohio"
19930,"pickens, alabama"
32591,"pickens, georgia"
126884,"pickens, south carolina"
5048,"pickett, tennessee"
19465,"pierce, georgia"
7148,"pierce, nebraska"
3975,"pierce, north dakota"
904980,"pierce, washington"
42754,"pierce, wisconsin"
33114,"pike, alabama"
10718,"pike, arkansas"
18962,"pike, georgia"
15561,"pike, illinois"
12389,"pike, indiana"
57876,"pike, kentucky"
39288,"pike, mississippi"
18302,"pike, missouri"
27772,"pike, ohio"
55809,"pike, pennsylvania"
1047279,"pima, arizona"
462789,"pinal, arizona"
29579,"pine, minnesota"
974996,"pinellas, florida"
9126,"pipestone, minnesota"
16785,"piscataquis, maine"
17767,"pitkin, colorado"
180742,"pitt, north carolina"
43654,"pittsburg, oklahoma"
60354,"pittsylvania, virginia"
1479,"piute, utah"
398329,"placer, california"
23197,"plaquemines, louisiana"
104418,"platte, missouri"
33470,"platte, nebraska"
8393,"platte, wyoming"
7460,"pleasants, west virginia"
18807,"plumas, california"
25177,"plymouth, iowa"
521202,"plymouth, massachusetts"
6619,"pocahontas, iowa"
8247,"pocahontas, west virginia"
23528,"poinsett, arkansas"
21730,"pointe coupee, louisiana"
19964,"polk, arkansas"
724777,"polk, florida"
42613,"polk, georgia"
490161,"polk, iowa"
31364,"polk, minnesota"
32149,"polk, missouri"
5213,"polk, nebraska"
20724,"polk, north carolina"
86085,"polk, oregon"
16832,"polk, tennessee"
51353,"polk, texas"
43783,"polk, wisconsin"
5911,"pondera, montana"
32174,"pontotoc, mississippi"
38284,"pontotoc, oklahoma"
64072,"pope, arkansas"
4177,"pope, illinois"
11249,"pope, minnesota"
12271,"poquoson, virginia"
162466,"portage, ohio"
70772,"portage, wisconsin"
170389,"porter, indiana"
94398,"portsmouth, virginia"
25427,"posey, indiana"
24383,"pottawatomie, kansas"
72592,"pottawatomie, oklahoma"
93206,"pottawattamie, iowa"
16526,"potter, pennsylvania"
2153,"potter, south dakota"
117415,"potter, texas"
1682,"powder river, montana"
12359,"powell, kentucky"
6890,"powell, montana"
7681,"power, idaho"
18504,"poweshiek, iowa"
29652,"powhatan, virginia"
8062,"prairie, arkansas"
1077,"prairie, montana"
9164,"pratt, kansas"
40882,"preble, ohio"
25126,"prentiss, mississippi"
6704,"presidio, texas"
12592,"presque isle, michigan"
33432,"preston, west virginia"
13351,"price, wisconsin"
22802,"prince edward, virginia"
909327,"prince george's, maryland"
38353,"prince george, virginia"
470335,"prince william, virginia"
638931,"providence, rhode island"
12172,"prowers, colorado"
168424,"pueblo, colorado"
391911,"pulaski, arkansas"
11137,"pulaski, georgia"
5335,"pulaski, illinois"
12353,"pulaski, indiana"
64979,"pulaski, kentucky"
52607,"pulaski, missouri"
34027,"pulaski, virginia"
11096,"pushmataha, oklahoma"
74521,"putnam, florida"
22119,"putnam, georgia"
5739,"putnam, illinois"
37576,"putnam, indiana"
4696,"putnam, missouri"
98320,"putnam, new york"
33861,"putnam, ohio"
80245,"putnam, tennessee"
56450,"putnam, west virginia"
8253,"quay, new mexico"
50381,"queen anne's, maryland"
2253858,"queens, new york"
2299,"quitman, georgia"
6792,"quitman, mississippi"
17137,"rabun, georgia"
196311,"racine, wisconsin"
18249,"radford, virginia"
12514,"rains, texas"
73361,"raleigh, west virginia"
10309,"ralls, missouri"
550321,"ramsey, minnesota"
11519,"ramsey, north dakota"
137713,"randall, texas"
22722,"randolph, alabama"
17958,"randolph, arkansas"
6778,"randolph, georgia"
31782,"randolph, illinois"
24665,"randolph, indiana"
24748,"randolph, missouri"
143667,"randolph, north carolina"
28695,"randolph, west virginia"
155271,"rankin, mississippi"
5218,"ransom, north dakota"
129648,"rapides, louisiana"
7370,"rappahannock, virginia"
43806,"ravalli, montana"
2530,"rawlins, kansas"
23018,"ray, missouri"
3849,"reagan, texas"
3452,"real, texas"
4055,"red lake, minnesota"
8442,"red river, louisiana"
12023,"red river, texas"
10724,"red willow, nebraska"
15170,"redwood, minnesota"
15976,"reeves, texas"
6948,"refugio, texas"
61998,"reno, kansas"
158714,"rensselaer, new york"
14548,"renville, minnesota"
2327,"renville, north dakota"
4636,"republic, kansas"
6270,"reynolds, missouri"
33167,"rhea, tennessee"
9537,"rice, kansas"
66972,"rice, minnesota"
2483,"rich, utah"
7865,"richardson, nebraska"
15513,"richland, illinois"
20122,"richland, louisiana"
10803,"richland, montana"
16177,"richland, north dakota"
121154,"richland, ohio"
415759,"richland, south carolina"
17252,"richland, wisconsin"
202518,"richmond, georgia"
476143,"richmond, new york"
44829,"richmond, north carolina"
9023,"richmond, virginia"
230436,"richmond, virginia"
74232,"riley, kansas"
4894,"ringgold, iowa"
38921,"rio arriba, new mexico"
6324,"rio blanco, colorado"
11267,"rio grande, colorado"
28324,"ripley, indiana"
13288,"ripley, missouri"
9554,"ritchie, west virginia"
2470546,"riverside, california"
53382,"roane, tennessee"
13688,"roane, west virginia"
94186,"roanoke, virginia"
99143,"roanoke, virginia"
10394,"roberts, south dakota"
854,"roberts, texas"
2108,"robertson, kentucky"
71813,"robertson, tennessee"
17074,"robertson, texas"
130625,"robeson, north carolina"
141879,"rock island, illinois"
9315,"rock, minnesota"
1357,"rock, nebraska"
163354,"rock, wisconsin"
22573,"rockbridge, virginia"
16695,"rockcastle, kentucky"
90896,"rockdale, georgia"
309769,"rockingham, new hampshire"
91010,"rockingham, north carolina"
81948,"rockingham, virginia"
325789,"rockland, new york"
104915,"rockwall, texas"
3583,"roger mills, oklahoma"
92459,"rogers, oklahoma"
14176,"rolette, north dakota"
4920,"rooks, kansas"
11004,"roosevelt, montana"
18500,"roosevelt, new mexico"
24019,"roscommon, michigan"
15165,"roseau, minnesota"
8937,"rosebud, montana"
76666,"ross, ohio"
25638,"routt, colorado"
24460,"rowan, kentucky"
142088,"rowan, north carolina"
10264,"runnels, texas"
16581,"rush, indiana"
3036,"rush, kansas"
54406,"rusk, texas"
14178,"rusk, wisconsin"
57961,"russell, alabama"
6856,"russell, kansas"
17923,"russell, kentucky"
26586,"russell, virginia"
67029,"rutherford, north carolina"
332285,"rutherford, tennessee"
58191,"rutland, vermont"
23884,"sabine, louisiana"
10542,"sabine, texas"
9721,"sac, iowa"
1552058,"sacramento, california"
35856,"sagadahoc, maine"
190539,"saginaw, michigan"
6824,"saguache, colorado"
62385,"salem, new jersey"
25301,"salem, virginia"
122437,"saline, arkansas"
23491,"saline, illinois"
54224,"saline, kansas"
22761,"saline, missouri"
14224,"saline, nebraska"
1160437,"salt lake, utah"
20473,"saluda, south carolina"
63531,"sampson, north carolina"
8237,"san augustine, texas"
62808,"san benito, california"
2180085,"san bernardino, california"
3338330,"san diego, california"
881549,"san francisco, california"
28859,"san jacinto, texas"
762148,"san joaquin, california"
728,"san juan, colorado"
123958,"san juan, new mexico"
15308,"san juan, utah"
17582,"san juan, washington"
283111,"san luis obispo, california"
766573,"san mateo, california"
8179,"san miguel, colorado"
27277,"san miguel, new mexico"
66730,"san patricio, texas"
6055,"san saba, texas"
2344,"sanborn, south dakota"
12113,"sanders, montana"
146748,"sandoval, new mexico"
58518,"sandusky, ohio"
194672,"sangamon, illinois"
41170,"sanilac, michigan"
30939,"sanpete, utah"
446499,"santa barbara, california"
1927852,"santa clara, california"
46498,"santa cruz, arizona"
273213,"santa cruz, california"
150358,"santa fe, new mexico"
184313,"santa rosa, florida"
433742,"sarasota, florida"
229863,"saratoga, new york"
3898,"sargent, north dakota"
187196,"sarpy, nebraska"
64442,"sauk, wisconsin"
21578,"saunders, nebraska"
16558,"sawyer, wisconsin"
155299,"schenectady, new york"
2793,"schleicher, texas"
5257,"schley, georgia"
30999,"schoharie, new york"
8094,"schoolcraft, michigan"
6768,"schuyler, illinois"
4660,"schuyler, missouri"
17807,"schuyler, new york"
141359,"schuylkill, pennsylvania"
75314,"scioto, ohio"
4902,"scotland, missouri"
34823,"scotland, north carolina"
10281,"scott, arkansas"
4951,"scott, illinois"
23873,"scott, indiana"
172943,"scott, iowa"
4823,"scott, kansas"
57004,"scott, kentucky"
149013,"scott, minnesota"
28124,"scott, mississippi"
38280,"scott, missouri"
22068,"scott, tennessee"
21566,"scott, virginia"
35618,"scotts bluff, nebraska"
13966,"screven, georgia"
16703,"scurry, texas"
7881,"searcy, arkansas"
127827,"sebastian, arkansas"
2248,"sedgwick, colorado"
516042,"sedgwick, kansas"
471826,"seminole, florida"
8090,"seminole, georgia"
24258,"seminole, oklahoma"
34016,"seneca, new york"
55178,"seneca, ohio"
15026,"sequatchie, tennessee"
41569,"sequoyah, oklahoma"
17007,"sevier, arkansas"
98250,"sevier, tennessee"
21620,"sevier, utah"
21428,"seward, kansas"
17284,"seward, nebraska"
3265,"shackelford, texas"
8166,"shannon, missouri"
4321,"sharkey, mississippi"
17442,"sharp, arkansas"
180080,"shasta, california"
40899,"shawano, wisconsin"
176875,"shawnee, kansas"
115340,"sheboygan, wisconsin"
217702,"shelby, alabama"
21634,"shelby, illinois"
44729,"shelby, indiana"
11454,"shelby, iowa"
49024,"shelby, kentucky"
5930,"shelby, missouri"
48590,"shelby, ohio"
937166,"shelby, tennessee"
25274,"shelby, texas"
43616,"shenandoah, virginia"
97238,"sherburne, minnesota"
2521,"sheridan, kansas"
3309,"sheridan, montana"
5246,"sheridan, nebraska"
1315,"sheridan, north dakota"
30485,"sheridan, wyoming"
5917,"sherman, kansas"
3001,"sherman, nebraska"
1780,"sherman, oregon"
3022,"sherman, texas"
68122,"shiawassee, michigan"
12882,"shoshone, idaho"
14865,"sibley, minnesota"
3005,"sierra, california"
10791,"sierra, new mexico"
34915,"silver bow, montana"
18572,"simpson, kentucky"
26658,"simpson, mississippi"
34855,"sioux, iowa"
1166,"sioux, nebraska"
4230,"sioux, north dakota"
43539,"siskiyou, california"
8493,"sitka, alaska"
129205,"skagit, washington"
12083,"skamania, washington"
750,"slope, north dakota"
3583,"smith, kansas"
15916,"smith, mississippi"
20157,"smith, tennessee"
232751,"smith, texas"
30104,"smyth, virginia"
822083,"snohomish, washington"
40372,"snyder, pennsylvania"
16637,"socorro, new mexico"
447643,"solano, california"
50484,"somerset, maine"
25616,"somerset, maryland"
328934,"somerset, new jersey"
73447,"somerset, pennsylvania"
9128,"somervell, texas"
494336,"sonoma, california"
17631,"southampton, virginia"
66703,"spalding, georgia"
319785,"spartanburg, south carolina"
20277,"spencer, indiana"
19351,"spencer, kentucky"
6376,"spink, south dakota"
522798,"spokane, washington"
136215,"spotsylvania, virginia"
47244,"st. bernard, louisiana"
53100,"st. charles, louisiana"
402022,"st. charles, missouri"
89512,"st. clair, alabama"
259686,"st. clair, illinois"
159128,"st. clair, michigan"
9397,"st. clair, missouri"
90687,"st. croix, wisconsin"
24994,"st. francis, arkansas"
67215,"st. francois, missouri"
10132,"st. helena, louisiana"
21096,"st. james, louisiana"
42837,"st. john the baptist, louisiana"
264672,"st. johns, florida"
271826,"st. joseph, indiana"
60964,"st. joseph, michigan"
82124,"st. landry, louisiana"
107740,"st. lawrence, new york"
199070,"st. louis, minnesota"
994205,"st. louis, missouri"
300576,"st. louis, missouri"
328297,"st. lucie, florida"
53431,"st. martin, louisiana"
113510,"st. mary's, maryland"
49348,"st. mary, louisiana"
260419,"st. tammany, louisiana"
4156,"stafford, kansas"
152882,"stafford, virginia"
550660,"stanislaus, california"
3098,"stanley, south dakota"
62806,"stanly, north carolina"
2006,"stanton, kansas"
5920,"stanton, nebraska"
5342,"stark, illinois"
31489,"stark, north dakota"
370606,"stark, ohio"
22995,"starke, indiana"
64633,"starr, texas"
24932,"staunton, virginia"
17894,"ste. genevieve, missouri"
161075,"stearns, minnesota"
36649,"steele, minnesota"
1890,"steele, north dakota"
25925,"stephens, georgia"
43143,"stephens, oklahoma"
9366,"stephens, texas"
44498,"stephenson, illinois"
1291,"sterling, texas"
34594,"steuben, indiana"
95379,"steuben, new york"
5485,"stevens, kansas"
9805,"stevens, minnesota"
45723,"stevens, washington"
6621,"stewart, georgia"
13715,"stewart, tennessee"
9642,"stillwater, montana"
29025,"stoddard, missouri"
45591,"stokes, north carolina"
12506,"stone, arkansas"
18336,"stone, mississippi"
31952,"stone, missouri"
1350,"stonewall, texas"
4123,"storey, nevada"
97117,"story, iowa"
130633,"strafford, new hampshire"
20704,"stutsman, north dakota"
9831,"sublette, wyoming"
803907,"suffolk, massachusetts"
1476601,"suffolk, new york"
92108,"suffolk, virginia"
20669,"sullivan, indiana"
6089,"sullivan, missouri"
43146,"sullivan, new hampshire"
75432,"sullivan, new york"
6066,"sullivan, pennsylvania"
158348,"sullivan, tennessee"
1391,"sully, south dakota"
12573,"summers, west virginia"
31011,"summit, colorado"
541013,"summit, ohio"
42145,"summit, utah"
22836,"sumner, kansas"
191283,"sumner, tennessee"
12427,"sumter, alabama"
132420,"sumter, florida"
29524,"sumter, georgia"
106721,"sumter, south carolina"
25110,"sunflower, mississippi"
71783,"surry, north carolina"
6422,"surry, virginia"
40328,"susquehanna, pennsylvania"
234225,"sussex, delaware"
140488,"sussex, new jersey"
11159,"sussex, virginia"
96971,"sutter, california"
3776,"sutton, texas"
44417,"suwannee, florida"
14271,"swain, north carolina"
3737,"sweet grass, montana"
42343,"sweetwater, wyoming"
9266,"swift, minnesota"
7397,"swisher, texas"
10751,"switzerland, indiana"
6195,"talbot, georgia"
37181,"talbot, maryland"
1537,"taliaferro, georgia"
79978,"talladega, alabama"
13809,"tallahatchie, mississippi"
40367,"tallapoosa, alabama"
16854,"tama, iowa"
55928,"taney, missouri"
134758,"tangipahoa, louisiana"
32723,"taos, new mexico"
2102515,"tarrant, texas"
28321,"tate, mississippi"
25286,"tattnall, georgia"
21569,"taylor, florida"
8020,"taylor, georgia"
6121,"taylor, iowa"
25769,"taylor, kentucky"
138034,"taylor, texas"
16695,"taylor, west virginia"
20343,"taylor, wisconsin"
131803,"tazewell, illinois"
40595,"tazewell, virginia"
65084,"tehama, california"
15860,"telfair, georgia"
25388,"teller, colorado"
4334,"tensas, louisiana"
110461,"terrebonne, louisiana"
8531,"terrell, georgia"
776,"terrell, texas"
12337,"terry, texas"
12142,"teton, idaho"
6147,"teton, montana"
23464,"teton, wyoming"
25398,"texas, missouri"
19983,"texas, oklahoma"
5003,"thayer, nebraska"
44451,"thomas, georgia"
7777,"thomas, kansas"
722,"thomas, nebraska"
1501,"throckmorton, texas"
7224,"thurston, nebraska"
290536,"thurston, washington"
40644,"tift, georgia"
27036,"tillamook, oregon"
7250,"tillman, oklahoma"
48203,"tioga, new york"
40591,"tioga, pennsylvania"
22015,"tippah, mississippi"
195732,"tippecanoe, indiana"
15148,"tipton, indiana"
61599,"tipton, tennessee"
19383,"tishomingo, mississippi"
32750,"titus, texas"
12294,"todd, kentucky"
24664,"todd, minnesota"
10177,"todd, south dakota"
150721,"tolland, connecticut"
119200,"tom green, texas"
102180,"tompkins, new york"
72259,"tooele, utah"
4736,"toole, montana"
26830,"toombs, georgia"
15461,"torrance, new mexico"
2189,"towner, north dakota"
12037,"towns, georgia"
8036,"traill, north dakota"
34385,"transylvania, north carolina"
3259,"traverse, minnesota"
1273954,"travis, texas"
696,"treasure, montana"
2803,"trego, kansas"
29649,"trempealeau, wisconsin"
6901,"treutlen, georgia"
14651,"trigg, kentucky"
8471,"trimble, kentucky"
12285,"trinity, california"
14651,"trinity, texas"
5441,"tripp, south dakota"
69922,"troup, georgia"
11284,"trousdale, tennessee"
197974,"trumbull, ohio"
6839,"tucker, west virginia"
466195,"tulare, california"
651552,"tulsa, oklahoma"
9632,"tunica, mississippi"
54478,"tuolumne, california"
7985,"turner, georgia"
8384,"turner, south dakota"
209355,"tuscaloosa, alabama"
91987,"tuscarawas, ohio"
52245,"tuscola, michigan"
8120,"twiggs, georgia"
86878,"twin falls, idaho"
21672,"tyler, texas"
8591,"tyler, west virginia"
4016,"tyrrell, north carolina"
20226,"uinta, wyoming"
35734,"uintah, utah"
177573,"ulster, new york"
77950,"umatilla, oregon"
17883,"unicoi, tennessee"
38682,"union, arkansas"
15237,"union, florida"
24511,"union, georgia"
16653,"union, illinois"
7054,"union, indiana"
12241,"union, iowa"
14381,"union, kentucky"
22108,"union, louisiana"
28815,"union, mississippi"
556341,"union, new jersey"
4059,"union, new mexico"
239859,"union, north carolina"
58988,"union, ohio"
26835,"union, oregon"
44923,"union, pennsylvania"
27316,"union, south carolina"
15932,"union, south dakota"
19972,"union, tennessee"
41753,"upshur, texas"
24176,"upshur, west virginia"
26320,"upson, georgia"
3657,"upton, texas"
636235,"utah, utah"
26741,"uvalde, texas"
49025,"val verde, texas"
76688,"valencia, new mexico"
11392,"valley, idaho"
7396,"valley, montana"
4158,"valley, nebraska"
16545,"van buren, arkansas"
7044,"van buren, iowa"
75677,"van buren, michigan"
5872,"van buren, tennessee"
28275,"van wert, ohio"
56590,"van zandt, texas"
44535,"vance, north carolina"
181451,"vanderburgh, indiana"
50668,"venango, pennsylvania"
846006,"ventura, california"
75758,"vermilion, illinois"
59511,"vermilion, louisiana"
15498,"vermillion, indiana"
47429,"vernon, louisiana"
20563,"vernon, missouri"
30822,"vernon, wisconsin"
92084,"victoria, texas"
107038,"vigo, indiana"
22195,"vilas, wisconsin"
13085,"vinton, ohio"
449974,"virginia beach, virginia"
553284,"volusia, florida"
11520,"wabash, illinois"
30996,"wabash, indiana"
21627,"wabasha, minnesota"
6931,"wabaunsee, kansas"
13682,"wadena, minnesota"
81289,"wagoner, oklahoma"
4488,"wahkiakum, washington"
1111761,"wake, north carolina"
33739,"wakulla, florida"
39715,"waldo, maine"
63521,"walker, alabama"
69761,"walker, georgia"
72971,"walker, texas"
60760,"walla walla, washington"
1518,"wallace, kansas"
55246,"waller, texas"
7208,"wallowa, oregon"
10641,"walsh, north dakota"
14286,"walthall, mississippi"
74071,"walton, florida"
94593,"walton, georgia"
5435,"walworth, south dakota"
103868,"walworth, wisconsin"
34969,"wapello, iowa"
67641,"ward, north dakota"
11998,"ward, texas"
35734,"ware, georgia"
5254,"warren, georgia"
16844,"warren, illinois"
8265,"warren, indiana"
51466,"warren, iowa"
132896,"warren, kentucky"
45381,"warren, mississippi"
35649,"warren, missouri"
105267,"warren, new jersey"
63944,"warren, new york"
19731,"warren, north carolina"
234602,"warren, ohio"
39191,"warren, pennsylvania"
41277,"warren, tennessee"
40164,"warren, virginia"
62998,"warrick, indiana"
34091,"wasatch, utah"
26682,"wasco, oregon"
18612,"waseca, minnesota"
7805,"washakie, wyoming"
15720,"washburn, wisconsin"
16326,"washington, alabama"
239187,"washington, arkansas"
4908,"washington, colorado"
25473,"washington, florida"
20374,"washington, georgia"
10194,"washington, idaho"
13887,"washington, illinois"
28036,"washington, indiana"
21965,"washington, iowa"
5406,"washington, kansas"
12095,"washington, kentucky"
46194,"washington, louisiana"
31379,"washington, maine"
151049,"washington, maryland"
262440,"washington, minnesota"
43909,"washington, mississippi"
24730,"washington, missouri"
20729,"washington, nebraska"
61204,"washington, new york"
11580,"washington, north carolina"
59911,"washington, ohio"
51527,"washington, oklahoma"
601592,"washington, oregon"
206865,"washington, pennsylvania"
125577,"washington, rhode island"
129375,"washington, tennessee"
35882,"washington, texas"
177556,"washington, utah"
58409,"washington, vermont"
53740,"washington, virginia"
136034,"washington, wisconsin"
10916,"washita, oklahoma"
471519,"washoe, nevada"
367601,"washtenaw, michigan"
56177,"watauga, north carolina"
10897,"watonwan, minnesota"
404198,"waukesha, wisconsin"
50990,"waupaca, wisconsin"
24443,"waushara, wisconsin"
29927,"wayne, georgia"
16215,"wayne, illinois"
65884,"wayne, indiana"
6441,"wayne, iowa"
20333,"wayne, kentucky"
1749343,"wayne, michigan"
20183,"wayne, mississippi"
12873,"wayne, missouri"
9385,"wayne, nebraska"
89918,"wayne, new york"
123131,"wayne, north carolina"
115710,"wayne, ohio"
51361,"wayne, pennsylvania"
16673,"wayne, tennessee"
2711,"wayne, utah"
39402,"wayne, west virginia"
22630,"waynesboro, virginia"
33328,"weakley, tennessee"
276652,"webb, texas"
260213,"weber, utah"
2607,"webster, georgia"
35904,"webster, iowa"
12942,"webster, kentucky"
38340,"webster, louisiana"
9689,"webster, mississippi"
39592,"webster, missouri"
3487,"webster, nebraska"
8114,"webster, west virginia"
324492,"weld, colorado"
28296,"wells, indiana"
3834,"wells, north dakota"
26465,"west baton rouge, louisiana"
10830,"west carroll, louisiana"
15568,"west feliciana, louisiana"
967506,"westchester, new york"
348899,"westmoreland, pennsylvania"
18015,"westmoreland, virginia"
6927,"weston, wyoming"
15065,"wetzel, west virginia"
33631,"wexford, michigan"
41556,"wharton, texas"
229247,"whatcom, washington"
2126,"wheatland, montana"
7855,"wheeler, georgia"
783,"wheeler, nebraska"
1332,"wheeler, oregon"
5056,"wheeler, texas"
9580,"white pine, nevada"
78753,"white, arkansas"
30798,"white, georgia"
13537,"white, illinois"
24102,"white, indiana"
27345,"white, tennessee"
55175,"whiteside, illinois"
104628,"whitfield, georgia"
33964,"whitley, indiana"
36264,"whitley, kentucky"
50104,"whitman, washington"
969,"wibaux, montana"
2119,"wichita, kansas"
132230,"wichita, texas"
103609,"wicomico, maryland"
12769,"wilbarger, texas"
10373,"wilcox, alabama"
8635,"wilcox, georgia"
9777,"wilkes, georgia"
68412,"wilkes, north carolina"
6207,"wilkin, minnesota"
8954,"wilkinson, georgia"
8630,"wilkinson, mississippi"
690743,"will, illinois"
21358,"willacy, texas"
37589,"williams, north dakota"
36692,"williams, ohio"
30368,"williamsburg, south carolina"
14954,"williamsburg, virginia"
66597,"williamson, illinois"
238412,"williamson, tennessee"
590551,"williamson, texas"
8525,"wilson, kansas"
81801,"wilson, north carolina"
144657,"wilson, tennessee"
51070,"wilson, texas"
28078,"winchester, virginia"
116782,"windham, connecticut"
42222,"windham, vermont"
55062,"windsor, vermont"
8010,"winkler, texas"
13904,"winn, louisiana"
282572,"winnebago, illinois"
10354,"winnebago, iowa"
171907,"winnebago, wisconsin"
19991,"winneshiek, iowa"
50484,"winona, minnesota"
23629,"winston, alabama"
17955,"winston, mississippi"
5821,"wirt, west virginia"
69984,"wise, texas"
37383,"wise, virginia"
7157,"wolfe, kentucky"
130817,"wood, ohio"
45539,"wood, texas"
83518,"wood, west virginia"
72999,"wood, wisconsin"
103107,"woodbury, iowa"
38459,"woodford, illinois"
26734,"woodford, kentucky"
6320,"woodruff, arkansas"
8793,"woods, oklahoma"
3138,"woodson, kansas"
20211,"woodward, oklahoma"
52276,"worcester, maryland"
830622,"worcester, massachusetts"
20247,"worth, georgia"
7381,"worth, iowa"
2013,"worth, missouri"
2502,"wrangell, alaska"
12562,"wright, iowa"
138377,"wright, minnesota"
18289,"wright, missouri"
21772,"wyandot, ohio"
165429,"wyandotte, kansas"
39859,"wyoming, new york"
26794,"wyoming, pennsylvania"
20394,"wyoming, west virginia"
28684,"wythe, virginia"
37667,"yadkin, north carolina"
250873,"yakima, washington"
579,"yakutat, alaska"
12108,"yalobusha, mississippi"
107100,"yamhill, oregon"
18069,"yancey, north carolina"
22814,"yankton, south dakota"
24913,"yates, new york"
235099,"yavapai, arizona"
29690,"yazoo, mississippi"
21341,"yell, arkansas"
9709,"yellow medicine, minnesota"
161300,"yellowstone, montana"
8713,"yoakum, texas"
220500,"yolo, california"
207641,"york, maine"
13679,"york, nebraska"
449058,"york, pennsylvania"
280979,"york, south carolina"
68280,"york, virginia"
18010,"young, texas"
78668,"yuba, california"
213787,"yuma, arizona"
10019,"yuma, colorado"
14179,"zapata, texas"
11840,"zavala, texas"
2756,"ziebach, south dakota"
